Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month
34,24-12-2023,CUST034,Female,51,Clothing,3,50,150,Dec
35,05-08-2023,CUST035,Female,58,Beauty,3,300,900,Aug
36,24-06-2023,CUST036,Male,52,Beauty,3,300,900,Jun
37,23-05-2023,CUST037,Female,18,Beauty,3,25,75,May
38,21-03-2023,CUST038,Male,38,Beauty,4,50,200,Mar
39,21-04-2023,CUST039,Male,23,Clothing,4,30,120,Apr
40,22-06-2023,CUST040,Male,45,Beauty,1,50,50,Jun
41,22-02-2023,CUST041,Male,34,Clothing,2,25,50,Feb
42,17-02-2023,CUST042,Male,22,Clothing,3,300,900,Feb
43,14-07-2023,CUST043,Female,48,Clothing,1,300,300,Jul
44,19-02-2023,CUST044,Female,22,Clothing,1,25,25,Feb
45,03-07-2023,CUST045,Female,55,Electronics,1,30,30,Jul
46,26-06-2023,CUST046,Female,20,Electronics,4,300,1200,Jun
47,06-11-2023,CUST047,Female,40,Beauty,3,500,1500,Nov
48,16-05-2023,CUST048,Male,54,Electronics,3,300,900,May
49,23-01-2023,CUST049,Female,54,Electronics,2,500,1000,Jan
50,24-08-2023,CUST050,Female,27,Beauty,3,25,75,Aug
51,02-10-2023,CUST051,Male,27,Beauty,3,25,75,Oct
52,05-03-2023,CUST052,Female,36,Beauty,1,300,300,Mar
53,13-07-2023,CUST053,Male,34,Electronics,2,50,100,Jul
54,10-02-2023,CUST054,Female,38,Electronics,3,500,1500,Feb
55,10-10-2023,CUST055,Male,31,Beauty,4,30,120,Oct
56,31-05-2023,CUST056,Female,26,Clothing,3,300,900,May
57,18-11-2023,CUST057,Female,63,Beauty,1,30,30,Nov
58,13-11-2023,CUST058,Male,18,Clothing,4,300,1200,Nov
59,05-07-2023,CUST059,Male,62,Clothing,1,50,50,Jul
60,23-10-2023,CUST060,Male,30,Beauty,3,50,150,Oct
61,09-04-2023,CUST061,Male,21,Beauty,4,50,200,Apr
62,27-12-2023,CUST062,Male,18,Beauty,2,50,100,Dec
63,05-02-2023,CUST063,Male,57,Electronics,2,25,50,Feb
64,24-01-2023,CUST064,Male,49,Clothing,4,25,100,Jan
65,05-12-2023,CUST065,Male,51,Electronics,4,500,2000,Dec
66,27-04-2023,CUST066,Female,45,Electronics,1,30,30,Apr
67,29-05-2023,CUST067,Female,48,Beauty,4,300,1200,May
68,10-02-2023,CUST068,Male,25,Electronics,1,300,300,Feb
69,30-04-2023,CUST069,Female,56,Beauty,3,25,75,Apr
70,21-02-2023,CUST070,Female,43,Clothing,1,300,300,Feb
71,14-07-2023,CUST071,Female,51,Beauty,4,25,100,Jul
72,23-05-2023,CUST072,Female,20,Electronics,4,500,2000,May
73,21-08-2023,CUST073,Male,29,Electronics,3,30,90,Aug
74,22-11-2023,CUST074,Female,18,Beauty,4,500,2000,Nov
75,06-07-2023,CUST075,Male,61,Beauty,4,50,200,Jul
76,25-03-2023,CUST076,Female,22,Electronics,2,50,100,Mar
77,09-07-2023,CUST077,Female,47,Clothing,2,50,100,Jul
78,01-07-2023,CUST078,Female,47,Clothing,3,500,1500,Jul
79,18-04-2023,CUST079,Male,34,Beauty,1,300,300,Apr
80,10-12-2023,CUST080,Female,64,Clothing,2,30,60,Dec
81,17-05-2023,CUST081,Male,40,Electronics,1,50,50,May
82,26-12-2023,CUST082,Female,32,Beauty,4,50,200,Dec
83,16-12-2023,CUST083,Male,54,Electronics,2,50,100,Dec
84,28-11-2023,CUST084,Female,38,Electronics,3,30,90,Nov
85,06-02-2023,CUST085,Male,31,Clothing,3,50,150,Feb
86,08-11-2023,CUST086,Male,19,Beauty,3,30,90,Nov
87,22-11-2023,CUST087,Female,28,Beauty,2,50,100,Nov
88,29-03-2023,CUST088,Male,56,Clothing,1,500,500,Mar
89,01-10-2023,CUST089,Female,55,Electronics,4,500,2000,Oct
90,06-05-2023,CUST090,Female,51,Electronics,1,30,30,May
91,25-03-2023,CUST091,Female,55,Electronics,1,500,500,Mar
92,25-08-2023,CUST092,Female,51,Electronics,4,30,120,Aug
93,14-07-2023,CUST093,Female,35,Beauty,4,500,2000,Jul
94,19-05-2023,CUST094,Female,47,Beauty,2,500,1000,May
95,24-11-2023,CUST095,Female,32,Clothing,2,30,60,Nov
96,19-12-2023,CUST096,Female,44,Clothing,2,300,600,Dec
97,13-10-2023,CUST097,Female,51,Beauty,2,500,1000,Oct
98,23-04-2023,CUST098,Female,55,Beauty,2,50,100,Apr
99,17-12-2023,CUST099,Female,50,Electronics,4,300,1200,Dec
100,16-06-2023,CUST100,Male,41,Electronics,1,30,30,Jun
101,29-01-2023,CUST101,Male,32,Clothing,2,300,600,Jan
102,28-04-2023,CUST102,Female,47,Beauty,2,25,50,Apr
103,17-01-2023,CUST103,Female,59,Clothing,1,25,25,Jan
104,11-06-2023,CUST104,Female,34,Beauty,2,500,1000,Jun
105,25-07-2023,CUST105,Female,22,Electronics,1,500,500,Jul
106,18-05-2023,CUST106,Female,46,Clothing,1,50,50,May
107,03-02-2023,CUST107,Female,21,Clothing,4,300,1200,Feb
108,19-04-2023,CUST108,Female,27,Beauty,3,25,75,Apr
109,18-10-2023,CUST109,Female,34,Electronics,4,500,2000,Oct
110,11-06-2023,CUST110,Male,27,Clothing,3,300,900,Jun
111,19-04-2023,CUST111,Female,34,Electronics,3,500,1500,Apr
112,02-12-2023,CUST112,Male,37,Clothing,3,500,1500,Dec
113,13-09-2023,CUST113,Female,41,Electronics,2,25,50,Sep
114,22-07-2023,CUST114,Female,22,Beauty,4,25,100,Jul
115,26-11-2023,CUST115,Male,51,Clothing,3,500,1500,Nov
116,23-08-2023,CUST116,Female,23,Clothing,1,30,30,Aug
117,15-03-2023,CUST117,Male,19,Electronics,2,500,1000,Mar
118,16-05-2023,CUST118,Female,30,Electronics,4,500,2000,May
119,13-03-2023,CUST119,Female,60,Clothing,3,50,150,Mar
120,07-05-2023,CUST120,Male,60,Beauty,1,50,50,May
121,15-10-2023,CUST121,Female,28,Electronics,4,50,200,Oct
122,03-10-2023,CUST122,Male,64,Electronics,4,30,120,Oct
123,15-05-2023,CUST123,Female,40,Electronics,2,30,60,May
124,27-10-2023,CUST124,Male,33,Clothing,4,500,2000,Oct
125,08-08-2023,CUST125,Male,48,Clothing,2,50,100,Aug
126,26-10-2023,CUST126,Female,28,Clothing,3,30,90,Oct
127,24-07-2023,CUST127,Female,33,Clothing,2,25,50,Jul
128,05-07-2023,CUST128,Male,25,Beauty,1,500,500,Jul
129,23-04-2023,CUST129,Female,21,Beauty,2,300,600,Apr
130,12-03-2023,CUST130,Female,57,Clothing,1,500,500,Mar
131,18-09-2023,CUST131,Female,21,Beauty,2,300,600,Sep
132,10-09-2023,CUST132,Male,42,Electronics,4,50,200,Sep
133,16-02-2023,CUST133,Male,20,Electronics,3,300,900,Feb
134,25-01-2023,CUST134,Male,49,Electronics,1,50,50,Jan
135,26-02-2023,CUST135,Male,20,Clothing,2,25,50,Feb
136,20-03-2023,CUST136,Male,44,Electronics,2,300,600,Mar
137,18-11-2023,CUST137,Male,46,Beauty,2,500,1000,Nov
138,23-03-2023,CUST138,Male,49,Clothing,4,50,200,Mar
139,15-12-2023,CUST139,Male,36,Beauty,4,500,2000,Dec
140,05-08-2023,CUST140,Male,38,Electronics,1,30,30,Aug
141,02-11-2023,CUST141,Female,22,Electronics,1,50,50,Nov
142,02-02-2023,CUST142,Male,35,Electronics,4,300,1200,Feb
143,17-07-2023,CUST143,Female,45,Clothing,1,50,50,Jul
144,15-07-2023,CUST144,Female,59,Beauty,3,500,1500,Jul
145,02-11-2023,CUST145,Female,39,Clothing,3,25,75,Nov
146,28-08-2023,CUST146,Male,38,Clothing,4,50,200,Aug
147,28-09-2023,CUST147,Male,23,Electronics,1,300,300,Sep
148,09-05-2023,CUST148,Male,18,Clothing,2,30,60,May
149,11-10-2023,CUST149,Male,22,Clothing,3,25,75,Oct
150,06-01-2023,CUST150,Female,58,Electronics,4,30,120,Jan
151,15-12-2023,CUST151,Male,29,Clothing,1,50,50,Dec
152,28-02-2023,CUST152,Male,43,Electronics,4,500,2000,Feb
153,16-12-2023,CUST153,Male,63,Electronics,2,500,1000,Dec
154,02-10-2023,CUST154,Male,51,Electronics,3,300,900,Oct
155,17-05-2023,CUST155,Male,31,Electronics,4,500,2000,May
156,25-11-2023,CUST156,Female,43,Clothing,4,25,100,Nov
157,24-06-2023,CUST157,Male,62,Electronics,4,500,2000,Jun
158,27-02-2023,CUST158,Female,44,Electronics,2,300,600,Feb
159,31-05-2023,CUST159,Male,26,Clothing,4,50,200,May
160,11-08-2023,CUST160,Female,43,Clothing,2,50,100,Aug
161,22-03-2023,CUST161,Male,64,Beauty,2,500,1000,Mar
162,21-08-2023,CUST162,Male,39,Clothing,2,30,60,Aug
163,02-01-2023,CUST163,Female,64,Clothing,3,50,150,Jan
164,15-05-2023,CUST164,Female,47,Beauty,3,500,1500,May
165,14-09-2023,CUST165,Female,60,Clothing,4,300,1200,Sep
166,02-04-2023,CUST166,Male,34,Clothing,4,500,2000,Apr
167,17-09-2023,CUST167,Female,43,Clothing,3,50,150,Sep
168,24-02-2023,CUST168,Male,53,Clothing,1,300,300,Feb
169,17-11-2023,CUST169,Male,18,Beauty,3,500,1500,Nov
170,02-06-2023,CUST170,Female,25,Clothing,2,25,50,Jun
171,24-11-2023,CUST171,Female,52,Clothing,3,300,900,Nov
172,17-09-2023,CUST172,Male,32,Beauty,2,25,50,Sep
173,08-11-2023,CUST173,Male,64,Electronics,4,30,120,Nov
174,12-04-2023,CUST174,Female,39,Beauty,1,300,300,Apr
175,20-03-2023,CUST175,Female,31,Electronics,4,25,100,Mar
176,11-07-2023,CUST176,Female,43,Beauty,2,50,100,Jul
177,24-03-2023,CUST177,Male,45,Beauty,2,50,100,Mar
178,04-10-2023,CUST178,Male,40,Clothing,2,30,60,Oct
179,29-09-2023,CUST179,Male,31,Electronics,1,300,300,Sep
180,01-01-2023,CUST180,Male,41,Clothing,3,300,900,Jan
181,03-11-2023,CUST181,Male,19,Electronics,4,300,1200,Nov
182,15-06-2023,CUST182,Male,62,Beauty,4,30,120,Jun
183,08-09-2023,CUST183,Female,43,Beauty,3,300,900,Sep
184,10-01-2023,CUST184,Male,31,Electronics,4,50,200,Jan
185,27-02-2023,CUST185,Male,24,Clothing,1,25,25,Feb
186,05-07-2023,CUST186,Male,20,Clothing,4,50,200,Jul
187,07-06-2023,CUST187,Female,64,Clothing,2,50,100,Jun
188,03-05-2023,CUST188,Male,40,Clothing,3,25,75,May
189,30-01-2023,CUST189,Male,63,Beauty,1,50,50,Jan
190,04-05-2023,CUST190,Female,60,Beauty,3,30,90,May
191,18-10-2023,CUST191,Male,64,Beauty,1,25,25,Oct
192,10-02-2023,CUST192,Male,62,Beauty,2,50,100,Feb
193,13-02-2023,CUST193,Male,35,Beauty,3,500,1500,Feb
194,06-09-2023,CUST194,Male,55,Clothing,4,50,200,Sep
195,05-02-2023,CUST195,Male,52,Clothing,1,30,30,Feb
196,30-09-2023,CUST196,Female,32,Clothing,3,300,900,Sep
197,06-03-2023,CUST197,Female,42,Clothing,4,50,200,Mar
198,07-03-2023,CUST198,Female,54,Beauty,3,300,900,Mar
199,04-12-2023,CUST199,Male,45,Beauty,3,500,1500,Dec
200,01-09-2023,CUST200,Male,27,Beauty,3,50,150,Sep
201,09-10-2023,CUST201,Male,56,Electronics,1,25,25,Oct
202,26-03-2023,CUST202,Female,34,Clothing,4,300,1200,Mar
203,16-05-2023,CUST203,Male,56,Clothing,2,500,1000,May
204,28-09-2023,CUST204,Male,39,Beauty,1,25,25,Sep
205,07-11-2023,CUST205,Female,43,Clothing,1,25,25,Nov
206,05-08-2023,CUST206,Male,61,Clothing,1,25,25,Aug
207,19-04-2023,CUST207,Female,42,Beauty,2,25,50,Apr
208,04-10-2023,CUST208,Female,34,Electronics,4,50,200,Oct
209,20-12-2023,CUST209,Female,30,Electronics,4,50,200,Dec
210,13-04-2023,CUST210,Male,37,Electronics,4,50,200,Apr
211,01-01-2024,CUST211,Male,42,Beauty,3,500,1500,Jan
212,09-06-2023,CUST212,Male,21,Clothing,3,500,1500,Jun
213,24-07-2023,CUST213,Male,27,Beauty,3,500,1500,Jul
214,10-12-2023,CUST214,Male,20,Beauty,2,30,60,Dec
215,29-11-2023,CUST215,Male,58,Clothing,3,500,1500,Nov
216,11-07-2023,CUST216,Male,62,Electronics,2,50,100,Jul
217,13-08-2023,CUST217,Female,35,Electronics,4,50,200,Aug
218,22-09-2023,CUST218,Male,64,Beauty,3,30,90,Sep
219,20-08-2023,CUST219,Female,53,Electronics,3,30,90,Aug
220,03-03-2023,CUST220,Male,64,Beauty,1,500,500,Mar
221,07-05-2023,CUST221,Male,39,Beauty,2,300,600,May
222,26-04-2023,CUST222,Male,51,Clothing,4,30,120,Apr
223,02-02-2023,CUST223,Female,64,Clothing,1,25,25,Feb
224,23-06-2023,CUST224,Female,25,Clothing,1,50,50,Jun
225,11-01-2023,CUST225,Female,57,Beauty,4,25,100,Jan
226,29-10-2023,CUST226,Female,61,Clothing,1,50,50,Oct
227,11-10-2023,CUST227,Male,36,Electronics,2,50,100,Oct
228,28-04-2023,CUST228,Female,59,Electronics,2,30,60,Apr
229,29-10-2023,CUST229,Male,58,Beauty,3,30,90,Oct
230,23-04-2023,CUST230,Male,54,Beauty,1,25,25,Apr
231,04-01-2023,CUST231,Female,23,Clothing,3,50,150,Jan
232,06-02-2023,CUST232,Female,43,Beauty,1,25,25,Feb
233,29-12-2023,CUST233,Female,51,Beauty,2,300,600,Dec
234,20-11-2023,CUST234,Female,62,Electronics,2,25,50,Nov
235,31-01-2023,CUST235,Female,23,Electronics,2,500,1000,Jan
236,28-04-2023,CUST236,Female,54,Clothing,1,25,25,Apr
237,04-02-2023,CUST237,Female,50,Beauty,2,500,1000,Feb
238,17-01-2023,CUST238,Female,39,Beauty,1,500,500,Jan
239,19-06-2023,CUST239,Male,38,Electronics,3,500,1500,Jun
240,06-02-2023,CUST240,Female,23,Beauty,1,300,300,Feb
241,21-09-2023,CUST241,Female,23,Electronics,3,25,75,Sep
242,02-05-2023,CUST242,Male,21,Clothing,1,25,25,May
243,23-05-2023,CUST243,Female,47,Electronics,3,300,900,May
244,09-12-2023,CUST244,Male,28,Beauty,2,50,100,Dec
245,06-09-2023,CUST245,Male,47,Clothing,3,30,90,Sep
246,20-04-2023,CUST246,Female,48,Electronics,2,25,50,Apr
247,04-10-2023,CUST247,Male,41,Electronics,2,30,60,Oct
248,09-03-2023,CUST248,Male,26,Clothing,3,300,900,Mar
249,20-10-2023,CUST249,Male,20,Clothing,1,50,50,Oct
250,23-10-2023,CUST250,Male,48,Electronics,1,50,50,Oct
251,31-08-2023,CUST251,Female,57,Beauty,4,50,200,Aug
252,05-05-2023,CUST252,Male,54,Electronics,1,300,300,May
253,31-08-2023,CUST253,Female,53,Clothing,4,500,2000,Aug
254,28-07-2023,CUST254,Male,41,Electronics,1,500,500,Jul
255,08-04-2023,CUST255,Male,48,Clothing,1,30,30,Apr
256,18-02-2023,CUST256,Male,23,Clothing,2,500,1000,Feb
257,19-02-2023,CUST257,Male,19,Beauty,4,500,2000,Feb
258,04-12-2023,CUST258,Female,37,Clothing,1,50,50,Dec
259,09-08-2023,CUST259,Female,45,Clothing,4,50,200,Aug
260,01-07-2023,CUST260,Male,28,Beauty,2,30,60,Jul
261,05-08-2023,CUST261,Male,21,Clothing,2,25,50,Aug
262,30-07-2023,CUST262,Female,32,Beauty,4,30,120,Jul
263,28-08-2023,CUST263,Male,23,Beauty,2,30,60,Aug
264,28-01-2023,CUST264,Male,47,Clothing,3,300,900,Jan
265,11-12-2023,CUST265,Male,55,Clothing,3,300,900,Dec
266,01-12-2023,CUST266,Female,19,Electronics,2,30,60,Dec
267,27-11-2023,CUST267,Female,32,Beauty,3,30,90,Nov
268,20-02-2023,CUST268,Female,28,Electronics,1,30,30,Feb
269,01-02-2023,CUST269,Male,25,Clothing,4,500,2000,Feb
270,26-07-2023,CUST270,Male,43,Electronics,1,300,300,Jul
271,23-06-2023,CUST271,Female,62,Beauty,4,30,120,Jun
272,25-02-2023,CUST272,Female,61,Electronics,2,50,100,Feb
273,08-05-2023,CUST273,Female,22,Beauty,1,50,50,May
274,09-04-2023,CUST274,Female,23,Clothing,2,500,1000,Apr
275,08-04-2023,CUST275,Male,43,Clothing,2,500,1000,Apr
276,02-10-2023,CUST276,Female,21,Beauty,4,25,100,Oct
277,18-08-2023,CUST277,Male,36,Clothing,4,25,100,Aug
278,13-03-2023,CUST278,Female,37,Clothing,4,25,100,Mar
279,05-08-2023,CUST279,Male,50,Clothing,1,500,500,Aug
280,04-04-2023,CUST280,Female,37,Clothing,3,500,1500,Apr
281,23-05-2023,CUST281,Female,29,Beauty,4,500,2000,May
282,25-08-2023,CUST282,Female,64,Electronics,4,50,200,Aug
283,08-05-2023,CUST283,Female,18,Electronics,1,500,500,May
284,08-02-2023,CUST284,Male,43,Clothing,4,50,200,Feb
285,15-08-2023,CUST285,Female,31,Electronics,1,25,25,Aug
286,09-10-2023,CUST286,Male,55,Electronics,2,25,50,Oct
287,20-02-2023,CUST287,Male,54,Clothing,4,25,100,Feb
288,26-01-2023,CUST288,Male,28,Clothing,4,30,120,Jan
289,30-11-2023,CUST289,Male,53,Electronics,2,30,60,Nov
290,04-10-2023,CUST290,Female,30,Beauty,2,300,600,Oct
291,08-01-2023,CUST291,Male,60,Clothing,2,300,600,Jan
292,17-02-2023,CUST292,Male,20,Beauty,4,300,1200,Feb
293,02-05-2023,CUST293,Male,50,Electronics,3,30,90,May
294,27-03-2023,CUST294,Female,23,Clothing,3,30,90,Mar
295,28-07-2023,CUST295,Female,27,Beauty,3,300,900,Jul
296,06-09-2023,CUST296,Female,22,Clothing,4,300,1200,Sep
297,04-09-2023,CUST297,Female,40,Electronics,2,500,1000,Sep
298,20-04-2023,CUST298,Male,27,Beauty,4,300,1200,Apr
299,25-07-2023,CUST299,Male,61,Electronics,2,500,1000,Jul
300,31-01-2023,CUST300,Female,19,Electronics,4,50,200,Jan
301,26-03-2023,CUST301,Male,30,Clothing,4,30,120,Mar
302,14-07-2023,CUST302,Male,57,Beauty,2,300,600,Jul
303,02-01-2023,CUST303,Male,19,Electronics,3,30,90,Jan
304,19-07-2023,CUST304,Female,37,Electronics,2,30,60,Jul
305,16-05-2023,CUST305,Female,18,Beauty,1,30,30,May
306,21-08-2023,CUST306,Male,54,Electronics,1,50,50,Aug
307,27-05-2023,CUST307,Female,26,Electronics,2,25,50,May
308,05-08-2023,CUST308,Female,34,Beauty,4,300,1200,Aug
309,23-12-2023,CUST309,Female,26,Beauty,1,25,25,Dec
310,12-10-2023,CUST310,Female,28,Beauty,1,25,25,Oct
311,05-12-2023,CUST311,Female,32,Beauty,4,25,100,Dec
312,07-09-2023,CUST312,Male,41,Clothing,4,30,120,Sep
313,21-03-2023,CUST313,Female,55,Beauty,3,500,1500,Mar
314,08-04-2023,CUST314,Male,52,Clothing,4,30,120,Apr
315,01-06-2023,CUST315,Male,47,Clothing,2,30,60,Jun
316,22-04-2023,CUST316,Female,48,Clothing,2,25,50,Apr
317,30-01-2023,CUST317,Male,22,Electronics,3,30,90,Jan
318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,Oct
319,05-10-2023,CUST319,Male,31,Clothing,1,500,500,Oct
320,01-02-2023,CUST320,Female,28,Electronics,4,300,1200,Feb
321,10-06-2023,CUST321,Female,26,Electronics,2,25,50,Jun
322,30-01-2023,CUST322,Male,51,Electronics,1,500,500,Jan
323,26-01-2023,CUST323,Female,29,Beauty,3,300,900,Jan
324,27-10-2023,CUST324,Female,52,Electronics,3,50,150,Oct
325,02-09-2023,CUST325,Female,52,Electronics,2,25,50,Sep
326,15-09-2023,CUST326,Female,18,Clothing,3,25,75,Sep
327,29-09-2023,CUST327,Male,57,Electronics,3,50,150,Sep
328,22-03-2023,CUST328,Male,39,Beauty,2,50,100,Mar
329,30-01-2023,CUST329,Female,46,Electronics,4,25,100,Jan
330,18-09-2023,CUST330,Female,25,Beauty,4,50,200,Sep
331,11-02-2023,CUST331,Male,28,Electronics,3,30,90,Feb
332,06-04-2023,CUST332,Male,58,Electronics,4,300,1200,Apr
333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,Feb
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,Nov
335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,Feb
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,Dec
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,May
338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,Jul
339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,Mar
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,Oct
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,May
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,Oct
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,Nov
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,Jan
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,Nov
346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,Feb
347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,Aug
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,Dec
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,Oct
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,Oct
351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,Sep
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,Jun
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,May
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,Apr
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,Dec
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,Jun
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,May
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,May
359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,Jul
360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,Mar
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,Dec
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,Nov
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,Jun
364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,Aug
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,Jun
366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,Feb
367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,Jan
368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,Aug
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,Nov
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,Oct
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,Feb
372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,Feb
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,Oct
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,Apr
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,Sep
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,May
377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,Mar
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,Jun
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,Feb
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,May
381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,Jul
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,May
383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,Mar
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,Aug
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,Oct
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,Dec
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,Jun
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,Nov
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,Dec
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,Sep
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,Jan
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,Dec
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,Oct
394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,Jun
395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,Dec
396,23-02-2023,CUST396,Female,55,Beauty,1,30,30,Feb
397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,Mar
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,May
399,01-03-2023,CUST399,Female,64,Beauty,2,30,60,Mar
400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,Feb
401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,Oct
402,21-03-2023,CUST402,Female,41,Clothing,2,300,600,Mar
403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,May
404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,May
405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,Nov
406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,Apr
407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,Jun
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,Apr
